### columns from Head ###
     Cluster     Annotation     gene     p_val     avg_diff     pct.1     pct.2

### data from body ###

     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Cst3     0     2.2487     0.982     0.866
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Rnase4     1.7853e-145     2.2361     0.538     0.036
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Rgs10     2.4923e-158     2.229     0.595     0.045
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Gpr34     8.8031e-168     2.2012     0.654     0.052
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Tyrobp     4.0319e-194     2.1917     0.805     0.129
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Trem2     5.5244e-166     2.1686     0.68     0.086
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ly6e     1.2396e-164     2.1598     0.704     0.096
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ccl3     8.6701e-75     2.1429     0.343     0.094
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Cd53     1.5344e-142     2.1157     0.583     0.051
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Sparc     7.8546e-254     2.1079     0.935     0.275
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Laptm5     1.9185e-152     2.1066     0.636     0.06
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Grn     4.627e-156     2.1004     0.651     0.09
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Aif1     1.2161e-139     2.0811     0.527     0.032
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Cyba     1.921e-140     2.0766     0.559     0.04
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Fos     4.457e-235     2.058     0.814     0.42
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Hbb-bs     1.8541e-225     2.0573     0.923     0.161
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Dnajb1     1.0703e-85     2.0333     0.402     0.103
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Junb     9.949e-142     2.0229     0.678     0.142
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Cd68     8.8455e-123     2.0136     0.491     0.037
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Jun     4.9235e-203     2.0117     0.84     0.262
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ctsd     3.3026e-273     2.0084     0.902     0.39
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Lgmn     2.8649e-212     1.9824     0.84     0.249
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Zfp36     5.1331e-155     1.9668     0.743     0.212
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Rgs1     4.0438e-79     1.9647     0.391     0.05
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Anxa3     2.2919e-112     1.9555     0.391     0.014
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Tgfbr1     5.5475e-122     1.9513     0.565     0.075
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Hba-a1     3.0489e-183     1.9413     0.834     0.113
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ltc4s     6.9596e-99     1.9312     0.414     0.035
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ccl4     4.7565e-73     1.9183     0.364     0.159
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Clic1     1.2839e-116     1.9092     0.488     0.045
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Atf3     7.7206e-94     1.9023     0.506     0.149
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     H3f3b     6.9399e-233     1.8959     0.84     0.439
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ier2     3.4191e-91     1.8931     0.444     0.059
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Susd3     1.1488e-105     1.8766     0.393     0.019
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     F11r     4.217e-105     1.8706     0.414     0.027
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Klf2     4.6563e-93     1.8469     0.512     0.092
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Vsir     5.4017e-100     1.8191     0.488     0.052
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Unc93b1     3.4657e-99     1.8085     0.453     0.049
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Sgk1     3.1765e-115     1.8007     0.595     0.202
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Hba-a2     1.2599e-160     1.7964     0.766     0.102
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ly86     1.1937e-95     1.7956     0.429     0.037
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ifngr1     8.1601e-98     1.7894     0.414     0.039
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Fgd2     1.5908e-97     1.7865     0.343     0.011
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ctsh     3.5114e-95     1.7787     0.411     0.033
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Mpeg1     6.3106e-98     1.758     0.429     0.033
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Spi1     3.189e-87     1.7544     0.361     0.024
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Lair1     1.2823e-85     1.7532     0.322     0.016
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Rnaset2a     4.1622e-92     1.7389     0.411     0.041
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Bin2     3.2791e-90     1.7348     0.355     0.019
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Crybb1     1.1905e-81     1.7314     0.34     0.025
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Irf8     5.5389e-86     1.7303     0.343     0.019
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Mafb     4.4075e-80     1.7224     0.343     0.024
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Cyth4     8.6862e-81     1.716     0.34     0.021
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ier5     3.2839e-85     1.7002     0.464     0.068
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Coro1a     7.7362e-88     1.6848     0.379     0.029
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Tmem173     2.8e-81     1.6823     0.308     0.014
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ptgs1     1.9597e-85     1.6778     0.352     0.02
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Hspa5     4.5147e-106     1.6771     0.604     0.181
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Abi3     7.8983e-88     1.6731     0.331     0.015
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     B2m     4.5974e-193     1.6706     0.908     0.436
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Adrb2     1.6979e-70     1.6423     0.257     0.01
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Slc2a5     1.1984e-77     1.6384     0.311     0.016
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Gm1821     5.8102e-84     1.6311     0.408     0.071
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Hbb-bt     4.1381e-110     1.6284     0.559     0.068
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Pld4     3.6369e-77     1.625     0.355     0.029
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ighm     2.4564e-80     1.6248     0.32     0.018
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ier3     4.4577e-48     1.6206     0.257     0.032
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ctsc     2.2666e-80     1.6108     0.343     0.025
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ecscr     2.2358e-81     1.6059     0.296     0.011
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ctsz     1.0797e-94     1.5789     0.541     0.12
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Golm1     1.2836e-71     1.5769     0.391     0.047
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ubb     1.2736e-257     1.5649     0.932     0.676
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Kctd12     2.9511e-69     1.554     0.379     0.046
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Creg1     6.8179e-75     1.5483     0.385     0.051
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ccl6     7.3725e-77     1.5447     0.284     0.013
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Rnaset2b     2.9806e-65     1.543     0.302     0.026
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Klf6     5.5656e-58     1.5308     0.391     0.085
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Serinc3     1.2563e-145     1.5147     0.814     0.339
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ccl9     1.7034e-58     1.5137     0.243     0.014
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ctsl     6.0448e-118     1.5118     0.728     0.278
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Mef2c     2.7978e-62     1.5105     0.293     0.025
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ftl1-ps1     1.2752e-61     1.5063     0.32     0.059
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Slco2b1     2.2235e-58     1.5005     0.29     0.027
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Lpcat2     5.9243e-70     1.4973     0.402     0.083
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Pycard     5.9969e-63     1.4947     0.272     0.018
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Fcgr1     7.3238e-69     1.4936     0.254     0.01
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Txnip     8.5162e-58     1.491     0.325     0.044
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Itgam     6.9007e-64     1.489     0.317     0.027
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Hpgds     4.2869e-69     1.4861     0.287     0.017
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Gm8797     2.5534e-66     1.484     0.349     0.063
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Srsf7     2.1312e-61     1.4587     0.396     0.125
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Arpc1b     4.8759e-69     1.4551     0.42     0.095
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Pnrc1     1.7621e-64     1.44     0.426     0.099
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ubc     1.513e-205     1.4386     0.908     0.693
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     St3gal6     1.539e-64     1.438     0.281     0.024
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Hexa     3.8217e-75     1.4376     0.444     0.096
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Pnp     2.3259e-61     1.4205     0.278     0.026
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Tmsb4x     5.6694e-276     1.4194     0.982     0.918
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Cd33     1.7628e-55     1.4006     0.254     0.018
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Alox5ap     3.5329e-54     1.4001     0.281     0.028
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Mir142hg     1.0345e-53     1.3979     0.213     0.01
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Maf     1.4336e-58     1.3941     0.254     0.019
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Camk1     9.5038e-60     1.361     0.349     0.065
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Cotl1     5.5264e-50     1.3481     0.337     0.066
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Cd86     6.548e-55     1.3437     0.204     0.009
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Fam105a     5.6301e-53     1.3432     0.249     0.022
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Gpx1     6.0741e-60     1.341     0.435     0.11
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Cmtm7     2.6872e-50     1.3379     0.243     0.022
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Psap     1.4713e-120     1.3376     0.811     0.375
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Arrb2     6.4803e-51     1.3368     0.302     0.049
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Pla2g15     7.9368e-51     1.3329     0.237     0.018
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Usp2     3.1689e-44     1.3319     0.254     0.035
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Tmem176b     5.0863e-54     1.3315     0.402     0.084
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ywhah     1.354e-57     1.3272     0.399     0.108
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Egr1     1.6889e-64     1.3243     0.568     0.187
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Tbxas1     4.9779e-53     1.3175     0.21     0.011
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ucp2     1.6249e-52     1.3076     0.293     0.042
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Rab3il1     2.5609e-45     1.3051     0.21     0.017
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Entpd1     2.4549e-46     1.3045     0.219     0.018
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Sirpa     5.2647e-51     1.3006     0.364     0.073
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Cd180     1.1847e-56     1.299     0.195     0.006
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Klf4     1.1089e-42     1.2933     0.222     0.03
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Arhgap45     1.3469e-47     1.272     0.189     0.013
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ccr5     1.1158e-49     1.2703     0.201     0.009
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Cd84     2.1258e-43     1.2586     0.169     0.01
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Blnk     8.5355e-45     1.2581     0.192     0.012
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Irf5     5.5876e-50     1.2541     0.175     0.006
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Capza2     1.0171e-54     1.2517     0.429     0.146
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Man2b1     1.9016e-45     1.2473     0.254     0.044
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Lgals9     3.8841e-48     1.244     0.207     0.014
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Cited2     1.3524e-34     1.2424     0.16     0.012
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Bcl2a1b     1.7451e-38     1.2355     0.189     0.016
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ddit3     1.262e-36     1.2293     0.225     0.055
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Mylip     6.7748e-48     1.2227     0.175     0.005
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Fcgr2b     3.171e-39     1.2223     0.207     0.021
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Psmb8     2.5347e-47     1.22     0.21     0.014
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Btg1     2.3151e-39     1.2178     0.213     0.024
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Scamp2     1.7048e-48     1.2091     0.355     0.094
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Syngr1     2.8263e-41     1.2044     0.26     0.043
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ppcdc     5.3131e-42     1.2016     0.204     0.022
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Cd300c2     9.2718e-36     1.1985     0.204     0.022
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Lyn     1.076e-40     1.1956     0.198     0.018
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     H2-DMa     3.0317e-35     1.1934     0.186     0.019
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Wsb1     1.2611e-40     1.1899     0.352     0.091
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ivns1abp     1.3231e-49     1.1829     0.462     0.159
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Actg1     1.3791e-49     1.18     0.391     0.156
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ppfia4     1.6381e-40     1.1738     0.183     0.013
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Inpp5d     8.0347e-38     1.1732     0.183     0.014
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Adgre1     1.6847e-39     1.1717     0.201     0.019
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Tnfaip8l2     1.1516e-46     1.17     0.172     0.006
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Hspa1a     3.3599e-24     1.1657     0.243     0.093
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Plxdc2     4.6644e-49     1.1589     0.32     0.091
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Mertk     3.7639e-32     1.1578     0.228     0.037
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Casp8     1.444e-42     1.1561     0.172     0.008
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Cd37     8.097e-37     1.1461     0.192     0.021
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Cd52     5.8638e-43     1.1431     0.237     0.029
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Gpr183     3.1693e-38     1.1428     0.183     0.013
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ms4a6d     3.9684e-49     1.1376     0.157     0.004
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Plekho1     4.7675e-33     1.1371     0.169     0.021
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Itgb5     3.5309e-36     1.1332     0.246     0.044
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Lcp1     3.1067e-33     1.1324     0.189     0.026
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Lst1     4.1672e-39     1.1251     0.192     0.019
