### columns from Head ###
     Cluster     Annotation     gene     p_val     avg_diff     pct.1     pct.2

### data from body ###

     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Camp     8.8881e-26     5.0905     0.7     0.006
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Lcn2     1.1681e-32     4.7047     1     0.006
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Ltf     1.5662e-18     4.4393     0.7     0.003
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Lyz2     9.1314e-27     4.3864     1     0.058
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Il1b     3.4327e-11     4.1589     0.5     0.007
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Mmp8     2.8784e-21     4.0787     0.8     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Wfdc21     3.477e-21     3.958     0.8     0.001
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Ifitm6     1.4319e-19     3.767     0.7     0.004
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     S100a11     1.434e-23     3.6996     0.9     0.01
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     G0s2     9.9064e-21     3.6972     0.8     0.018
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Chil3     2.1883e-14     3.6525     0.4     0.006
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Slpi     1.9381e-20     3.5842     0.9     0.003
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Cd52     9.0311e-24     3.4311     1     0.044
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Anxa1     6.723e-29     3.3649     1     0.001
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Pglyrp1     2.1628e-24     3.3513     1     0.003
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Ly6c2     4.2338e-20     3.273     0.9     0.003
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     S100a6     5.1403e-20     3.246     0.8     0.098
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Hp     1.1209e-19     3.1611     0.8     0.001
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     I830127L07Rik     2.6349e-18     3.1329     0.7     0.001
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Ifitm3     1.8187e-17     3.0897     1     0.025
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Prdx5     8.7383e-24     2.9824     1     0.13
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Ccl6     3.6485e-8     2.9782     0.5     0.035
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Rac2     2.2709e-17     2.8183     1     0.021
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Srgn     9.0418e-13     2.8101     0.9     0.047
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Mmp9     4.6906e-21     2.7731     0.8     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Anxa2     6.4687e-20     2.7539     1     0.009
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Lrg1     2.4476e-18     2.7439     0.7     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Cxcl2     1.8629e-11     2.6885     0.6     0.003
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Gmfg     1.0817e-14     2.6588     0.8     0.012
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Arhgdib     8.449e-13     2.6383     0.8     0.027
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Cybb     1.4807e-9     2.6117     0.6     0.01
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Ly6g     1.5523e-19     2.5543     0.7     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Lgals3     9.2093e-13     2.5123     0.7     0.006
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Mgst1     2.317e-11     2.4926     0.8     0.026
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Trem1     6.009e-16     2.4895     0.6     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Alox5ap     3.2776e-11     2.458     0.9     0.047
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Cd24a     3.5384e-12     2.4233     0.8     0.015
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Coro1a     2.5737e-9     2.3804     0.8     0.056
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Msrb1     1.8571e-11     2.3699     0.9     0.117
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Mcemp1     1.2755e-13     2.3697     0.6     0.001
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Itgb2     4.2529e-13     2.3492     0.9     0.023
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Cnn2     3.8968e-14     2.3328     0.7     0.005
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Hdc     7.7199e-12     2.3299     0.6     0.003
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Lilr4b     6.5437e-7     2.3161     0.4     0.004
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Arpc1b     7.0461e-10     2.3066     0.9     0.12
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Clec4e     1.8418e-11     2.3023     0.5     0.001
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Fpr1     1.349e-13     2.288     0.5     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Adpgk     8.1237e-8     2.2417     0.5     0.023
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Lsp1     4.9331e-11     2.2123     0.7     0.01
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Cyba     2.2079e-12     2.2054     1     0.081
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Chil1     7.0983e-7     2.1835     0.5     0.014
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Tyrobp     1.2017e-9     2.1805     1     0.183
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Lcp1     2.8131e-9     2.1675     0.8     0.038
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Cd177     5.3272e-12     2.1649     0.5     0.001
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Pygl     1.2955e-8     2.1512     0.5     0.005
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Dok3     0     2.1314     0.4     0.01
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Fcer1g     2.2845e-10     2.1224     0.9     0.162
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Glrx     6.7574e-10     2.1059     0.6     0.012
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Slfn4     2.5722e-10     2.0603     0.4     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Slfn1     1.071e-15     2.0554     0.7     0.001
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Fxyd5     0.0000023477     2.0374     0.5     0.014
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Ifitm2     0     1.9783     0.4     0.012
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     AA467197     2.8017e-7     1.9548     0.4     0.003
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Zyx     7.5008e-7     1.9545     0.7     0.055
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Ccnd3     2.963e-9     1.9177     0.7     0.025
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     AB124611     2.4339e-7     1.901     0.4     0.003
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Pirb     2.3803e-7     1.8932     0.4     0.003
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Lilrb4a     0.0000021015     1.8762     0.4     0.005
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Tpm4     0.0002     1.8616     0.4     0.027
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Spi1     0.0000016479     1.8547     0.7     0.051
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Hacd4     3.853e-8     1.8471     0.5     0.005
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Il1r2     8.4007e-12     1.8398     0.5     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Nfe2     0.0000010207     1.8386     0.2     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Gm16556     0.0000011245     1.828     0.3     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Tspo     0.0000083841     1.8278     0.5     0.02
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Pilrb2     6.8446e-11     1.8112     0.5     0.001
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Arpc5     2.3015e-7     1.8109     0.8     0.147
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Tmsb4x     1.9193e-18     1.7942     1     0.924
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Mrgpra2b     8.843e-11     1.794     0.4     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Lmnb1     0.0000070867     1.7892     0.5     0.017
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     H2-D1     0     1.7809     0.8     0.162
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Ints12     1.1023e-8     1.7567     0.6     0.013
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Itgb2l     8.843e-11     1.7461     0.4     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Mir142hg     0.0012     1.7214     0.4     0.026
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Plaur     4.6239e-9     1.704     0.5     0.004
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Fpr2     0.0000012199     1.7036     0.3     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Txn1     0.0001     1.6921     0.7     0.125
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Arpc3     0.0001     1.6906     0.7     0.143
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Trem3     4.6149e-9     1.6895     0.4     0.001
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Actg1     0.0000024635     1.689     0.9     0.174
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Pgd     0.0003     1.689     0.5     0.046
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Cotl1     0.0001     1.6756     0.7     0.087
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Sp100     3.9953e-7     1.6691     0.4     0.003
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Ltb4r1     0.0000014163     1.6539     0.3     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Arpc2     0.0000025138     1.6513     0.9     0.19
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Prr13     0.0003     1.6461     0.5     0.058
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Hsd11b1     0.0048     1.6445     0.4     0.043
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Plbd1     0.0000011594     1.6442     0.4     0.004
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Ncf1     0     1.6395     0.5     0.024
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Tbc1d10c     3.4294e-7     1.6356     0.3     0.002
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Rdh12     0.0000015585     1.6308     0.4     0.004
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Hmgb2     0.0006     1.6214     0.4     0.022
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Arrb2     0     1.6033     0.6     0.069
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Stfa1     0     1.6029     0.2     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Chil5     4.7627e-8     1.5938     0.3     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Rab32     0     1.576     0.4     0.009
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Igsf6     0.0000027217     1.5759     0.4     0.008
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Cd300lf     1.1443e-8     1.5589     0.4     0.001
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Ceacam10     0.0000014919     1.5518     0.3     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Fam65b     0.0000027226     1.5479     0.3     0.004
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Cxcr2     3.1231e-7     1.5473     0.3     0.001
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Actn1     0     1.5423     0.4     0.018
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Cdk2ap2     0     1.5417     0.6     0.078
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Ncf4     0.0000033113     1.534     0.4     0.007
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Sqrdl     0.0000054901     1.5192     0.4     0.024
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Parvg     0.0088     1.5051     0.3     0.019
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Osm     0.0000014464     1.5004     0.4     0.01
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Ostf1     0.0000036729     1.4979     0.7     0.073
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Cd53     0.0005     1.4824     0.6     0.094
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Mxd1     0.006     1.4819     0.3     0.019
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Pilra     0.0059     1.4547     0.2     0.006
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Max     0.0069     1.4487     0.4     0.047
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Glipr2     0.0003     1.4416     0.3     0.005
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Csf2ra     0.0029     1.4396     0.4     0.064
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Siglece     0.0002     1.4379     0.3     0.011
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Ccr1     0     1.4353     0.3     0.002
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Gpsm3     0.0000040508     1.4341     0.4     0.007
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Fcnb     0.0001     1.4262     0.2     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Cd14     0.0066     1.4201     0.3     0.025
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Mgst2     0.002     1.396     0.2     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Vamp8     0.0002     1.3856     0.5     0.045
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Msra     0.0003     1.3842     0.4     0.019
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Slfn2     0.0007     1.3764     0.3     0.007
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Padi4     9.0599e-8     1.3745     0.2     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     F630028O10Rik     0.0001     1.3724     0.2     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Oasl2     2.7362e-9     1.3524     0.3     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Sri     0     1.3524     0.6     0.13
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     0610030E20Rik     0.0031     1.3395     0.3     0.016
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     B230208H11Rik     0.0006     1.3272     0.2     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Lmo4     0.0022     1.3165     0.4     0.05
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Clec4d     0.0001     1.3124     0.2     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Limd2     0     1.2929     0.5     0.035
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Nfam1     0.0009     1.2922     0.3     0.012
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Rnf149     0.0001     1.2871     0.2     0.007
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Tmem154     0     1.2811     0.2     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     C3     0.0007     1.262     0.2     0.01
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Pnkp     0.0015     1.2565     0.4     0.035
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Emb     0.001     1.2529     0.3     0.008
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Fgfr1op2     0.0023     1.2523     0.4     0.063
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Rab24     0.0073     1.2429     0.5     0.082
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Gm1821     0.0004     1.2389     0.6     0.098
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Hck     0.0063     1.2273     0.3     0.019
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Rab8a     0.004     1.2155     0.3     0.051
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Gm9835     0     1.2116     0.2     0.002
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Ethe1     0.0032     1.21     0.3     0.028
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Hcls1     0.0077     1.1982     0.3     0.02
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Thbs1     0.0006     1.1943     0.2     0.001
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Rgs2     0.0011     1.1805     0.6     0.116
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Siglecg     0.003     1.1702     0.2     0.003
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Fam32a     0.0083     1.1698     0.4     0.047
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Samhd1     0.0058     1.1557     0.3     0.018
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Cytip     0.0001     1.1514     0.2     0.006
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Flna     0.0024     1.1498     0.3     0.015
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Gapdh     0.0032     1.1416     0.8     0.343
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Mapk13     0.0002     1.1139     0.2     0.001
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Plac8     0.0000018293     1.1014     0.3     0.003
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Pilrb1     0.0017     1.1012     0.2     0.001
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Cyp4f18     0.0009     1.0998     0.2     0.003
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Pim1     0.0005     1.0995     0.2     0.011
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Ucp2     0.0045     1.0972     0.4     0.062
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Hmgn2     0.0099     1.0872     0.5     0.114
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     4930438A08Rik     0     1.0866     0.2     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Ftl1     0     1.0863     1     0.344
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Tnfaip2     0.0003     1.0853     0.2     0.002
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Tmcc1     0.0096     1.0799     0.4     0.06
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Triobp     0.0061     1.0748     0.3     0.018
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Fam122a     0.004     1.0733     0.2     0.024
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Card19     0.0057     1.0688     0.6     0.127
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Snx10     0.0078     1.0681     0.2     0.019
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Gapt     0.0003     1.0641     0.2     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Adam8     0.0052     1.064     0.2     0.003
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Plp2     0.0015     1.0574     0.2     0.003
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Pgs1     0.0028     1.0468     0.2     0.035
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Ero1lb     0.0094     1.0465     0.2     0.007
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Gcnt1     0.0015     1.0275     0.2     0.018
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Gm8797     0.0055     1.0191     0.5     0.086
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Hba-a2     9.5821e-7     1.0185     0.9     0.156
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Vsir     0.0011     1.0118     0.5     0.087
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Sh2d3c     0.0062     1.0074     0.2     0.003
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Stx11     0     0.9894     0.2     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Klf2     0.003     0.9706     0.6     0.126
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Fcgr4     0.0004     0.9688     0.2     0.001
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Pi16     0.0002     0.9648     0.2     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Ankrd22     0.0001     0.9602     0.2     0
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Hba-a1     0.0002     0.9547     0.8     0.172
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Cd84     0.0015     0.9534     0.2     0.023
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Btg2     0.0002     0.9532     0.6     0.095
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Fcgr3     0.0000054656     0.9475     0.6     0.084
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Ipcef1     0.0045     0.9455     0.2     0.004
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Dgat1     0.0047     0.935     0.3     0.03
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Eif2ak2     0.0016     0.9294     0.2     0.003
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Alox5     0.0085     0.9209     0.2     0.005
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Tspan13     0.0037     0.9075     0.2     0.032
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Fgr     0.0002     0.8726     0.2     0.001
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Hbb-bs     6.3924e-8     0.8718     1     0.223
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Ssh2     0.0039     0.8486     0.2     0.038
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Lbp     0.0038     0.8416     0.2     0.005
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Gpx1     0.002     0.8386     0.6     0.136
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Ccng1     0.0054     0.8346     0.3     0.037
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Psmb8     0.0018     0.7804     0.3     0.03
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Rgs19     0     0.769     0.3     0.022
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Arl11     0.004     0.7594     0.2     0.006
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Ctsh     0.0018     0.7434     0.4     0.064
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Ppp1r2     0.0045     0.7354     0.2     0.061
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Scrg1     0.0003     0.7013     0.3     0.102
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Ssc4d     0     0.6764     0.2     0.001
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Rps9     0.0006     0.673     1     0.447
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Ncf2     0.005     0.6327     0.2     0.032
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Ets2     0.0004     0.5709     0.2     0.01
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Anxa3     0.0014     0.5525     0.3     0.045
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Gpr84     0.0014     0.4742     0.2     0.019
     Adult-Brain_15     Granulocyte_Ngp high (Adult-Brain)     Aggf1     0.0084     0.4727     0.2     0.022
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Hexb     0     3.0307     0.911     0.218
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ctss     0     3.0285     0.932     0.189
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     C1qa     0     3.0027     0.908     0.16
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Siglech     1.2965e-267     2.9132     0.799     0.044
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Rgs2     5.4713e-234     2.894     0.754     0.059
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     P2ry12     4.8195e-261     2.75     0.828     0.084
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Olfml3     4.4867e-252     2.7359     0.784     0.053
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Selplg     2.1797e-246     2.6832     0.796     0.059
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Tmem119     3.3102e-222     2.6211     0.74     0.051
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     C1qc     1.0571e-294     2.545     0.905     0.189
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Fcrls     8.6467e-209     2.5358     0.746     0.073
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     C1qb     3.1927e-312     2.5218     0.944     0.222
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Btg2     5.7104e-167     2.4631     0.607     0.05
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Cx3cr1     3.1823e-205     2.4614     0.76     0.076
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     P2ry13     1.248e-180     2.4431     0.615     0.034
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Ftl1     2.6265e-282     2.4385     0.861     0.298
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Dusp1     5.0985e-177     2.3935     0.654     0.146
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Fcgr3     3.8456e-162     2.3113     0.586     0.039
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Nfkbia     5.8468e-141     2.3031     0.607     0.121
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Fcer1g     4.5446e-199     2.291     0.778     0.107
     Adult-Brain_2     Microglia_Ctss high (Adult-Brain)     Csf1r     8.1432e-208     2.2628     0.82     0.129
